location_name,datetimeLocal,unit,no2,o3,pm10,pm25,city,so2
Sheffield Devonshire Green - UKA00575,2025-06-01T19:00:00Z,NA,15.49125,58.67358,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-01T20:00:00Z,NA,14.34375,61.06842,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-01T21:00:00Z,NA,14.9175,56.87745,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-01T23:00:00Z,NA,8.98875,61.06842,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-02T00:00:00Z,NA,61.5825,0,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-02T01:00:00Z,NA,52.97625,0,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-02T09:00:00Z,NA,40.73625,0,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-02T10:00:00Z,NA,NA,0,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-02T18:00:00Z,NA,39.015,20.15657,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-02T20:00:00Z,NA,57.18375,2.99355,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-03T00:00:00Z,NA,19.69875,57.47616,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-03T01:00:00Z,NA,26.775,47.8968,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-03T02:00:00Z,NA,29.4525,43.30669,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-03T04:00:00Z,NA,12.24,56.87745,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-03T05:00:00Z,NA,17.78625,48.89465,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-03T06:00:00Z,NA,14.1525,50.69078,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-03T07:00:00Z,NA,12.6225,55.8796,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-03T08:00:00Z,NA,18.36,49.69293,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-03T09:00:00Z,NA,33.2775,36.52131,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-03T10:00:00Z,NA,33.08625,46.89895,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-03T11:00:00Z,NA,19.89,62.26584,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-03T12:00:00Z,NA,13.3875,71.44606,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-03T13:00:00Z,NA,11.66625,77.23359,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-03T14:00:00Z,NA,13.77,78.63058,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-03T15:00:00Z,NA,13.19625,84.617679999999993,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-03T16:00:00Z,NA,15.49125,81.02542,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-03T17:00:00Z,NA,16.25625,74.83875,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-03T18:00:00Z,NA,23.3325,65.05982,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-03T19:00:00Z,NA,28.49625,57.8753,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-03T20:00:00Z,NA,22.5675,56.07917,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-03T21:00:00Z,NA,21.99375,58.27444,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-03T22:00:00Z,NA,13.57875,65.25939,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-03T23:00:00Z,NA,13.3875,61.06842,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-04T01:00:00Z,NA,NA,NA,17,10,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-04T02:00:00Z,NA,NA,NA,17,10,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-04T03:00:00Z,NA,NA,NA,17,9,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-04T04:00:00Z,NA,NA,NA,16,9,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-04T05:00:00Z,NA,NA,NA,16,9,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-04T06:00:00Z,NA,NA,NA,16,9,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-04T07:00:00Z,NA,NA,NA,16,9,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-04T08:00:00Z,NA,NA,NA,16,9,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-04T09:00:00Z,NA,NA,NA,16,9,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-04T10:00:00Z,NA,NA,NA,17,9,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-04T11:00:00Z,NA,NA,NA,17,9,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-04T12:00:00Z,NA,NA,NA,16,9,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-04T13:00:00Z,NA,NA,NA,16,9,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-04T14:00:00Z,NA,NA,NA,16,9,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-04T15:00:00Z,NA,NA,NA,16,9,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-04T16:00:00Z,NA,NA,NA,16,9,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-04T17:00:00Z,NA,NA,NA,16,9,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-05T01:00:00Z,NA,NA,NA,10,5,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-05T02:00:00Z,NA,NA,NA,10,5,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-05T03:00:00Z,NA,NA,NA,10,5,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-05T04:00:00Z,NA,NA,NA,10,5,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-05T05:00:00Z,NA,NA,NA,10,5,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-05T06:00:00Z,NA,NA,NA,10,5,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-05T07:00:00Z,NA,NA,NA,10,5,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-05T08:00:00Z,NA,NA,NA,10,5,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-05T09:00:00Z,NA,NA,NA,10,6,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-05T10:00:00Z,NA,NA,NA,10,6,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-05T11:00:00Z,NA,NA,NA,10,6,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-05T12:00:00Z,NA,NA,NA,10,6,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-05T13:00:00Z,NA,NA,NA,10,6,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-05T14:00:00Z,NA,NA,NA,11,6,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-05T16:00:00Z,NA,NA,NA,11,6,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-05T17:00:00Z,NA,NA,NA,11,6,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-05T18:00:00Z,NA,NA,NA,11,6,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-05T19:00:00Z,NA,NA,NA,11,6,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-05T20:00:00Z,NA,NA,NA,11,6,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-05T21:00:00Z,NA,NA,NA,11,6,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-05T22:00:00Z,NA,NA,NA,12,6,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-05T23:00:00Z,NA,NA,NA,12,6,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-06T00:00:00Z,NA,7.84125,52.68648,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-06T01:00:00Z,NA,5,50,4,2,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-06T03:00:00Z,NA,4,52,4,2,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-06T04:00:00Z,NA,8,52,4,2,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-06T05:00:00Z,NA,8,51,4,2,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-06T06:00:00Z,NA,7,50,4,2,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-06T07:00:00Z,NA,7,49,4,2,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-06T08:00:00Z,NA,8,49,4,2,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-06T09:00:00Z,NA,10,48,4,2,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-06T10:00:00Z,NA,5,49,4,2,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-06T11:00:00Z,NA,5,52,4,2,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-06T12:00:00Z,NA,4,55,4,2,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-06T13:00:00Z,NA,6,60,4,2,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-06T14:00:00Z,NA,6,60,4,2,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-06T15:00:00Z,NA,4,68,5,2,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-06T16:00:00Z,NA,4,70,5,2,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-06T17:00:00Z,NA,6,72,5,2,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-06T18:00:00Z,NA,7,72,5,2,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-06T19:00:00Z,NA,6,71,5,2,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-06T20:00:00Z,NA,8,70,5,2,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-06T21:00:00Z,NA,9,68,5,2,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-06T22:00:00Z,NA,9,68,5,3,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-06T23:00:00Z,NA,15,63,6,3,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-07T00:00:00Z,NA,8.7975,NA,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-07T01:00:00Z,NA,9,NA,4,2,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-07T02:00:00Z,NA,7,NA,4,2,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-07T03:00:00Z,NA,5,NA,5,2,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-07T04:00:00Z,NA,4,36.72088,5,3,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-07T05:00:00Z,NA,4,37.51916,5,3,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-07T06:00:00Z,NA,4,NA,5,3,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-07T07:00:00Z,NA,2,NA,6,3,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-07T08:00:00Z,NA,3,35.52346,6,3,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-07T09:00:00Z,NA,4,NA,6,3,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-07T10:00:00Z,NA,3,NA,6,3,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-07T11:00:00Z,NA,3,31.13292,6,3,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-07T12:00:00Z,NA,3,NA,6,3,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-07T13:00:00Z,NA,3,NA,5,3,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-07T14:00:00Z,NA,2,40.71228,6,3,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-07T15:00:00Z,NA,3,42.70798,6,3,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-07T16:00:00Z,NA,3,NA,6,3,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-07T17:00:00Z,NA,3,NA,6,3,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-07T18:00:00Z,NA,3,NA,6,3,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-07T19:00:00Z,NA,4,42.10927,6,3,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-07T20:00:00Z,NA,4,42.90755,6,3,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-07T21:00:00Z,NA,4,NA,5,3,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-07T22:00:00Z,NA,5,NA,5,3,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-07T23:00:00Z,NA,4,NA,5,3,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-08T01:00:00Z,NA,6,52,12,6,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-08T02:00:00Z,NA,6,51,12,6,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-08T03:00:00Z,NA,6,51,12,6,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-08T04:00:00Z,NA,6,48,13,6,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-08T05:00:00Z,NA,7,46,13,6,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-08T06:00:00Z,NA,7,45,13,6,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-08T07:00:00Z,NA,7,43,13,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-08T08:00:00Z,NA,8,41,14,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-08T09:00:00Z,NA,7,40,14,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-08T10:00:00Z,NA,5,39,14,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-08T11:00:00Z,NA,5,39,14,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-08T12:00:00Z,NA,4,40,14,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-08T13:00:00Z,NA,6,42,15,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-08T14:00:00Z,NA,7,45,15,8,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-08T15:00:00Z,NA,3,47,15,8,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-08T16:00:00Z,NA,7,50,15,8,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-08T17:00:00Z,NA,8,53,15,8,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-08T18:00:00Z,NA,8,55,15,8,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-08T19:00:00Z,NA,7,57,15,8,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-08T20:00:00Z,NA,9,59,15,8,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-08T21:00:00Z,NA,14,60,16,8,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-08T22:00:00Z,NA,12,59,16,8,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-08T23:00:00Z,NA,17,57,16,9,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-09T00:00:00Z,NA,30.02625,16.16517,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-09T01:00:00Z,NA,29,32,8,4,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-09T02:00:00Z,NA,21,26,8,4,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-09T03:00:00Z,NA,22,20,9,4,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-09T04:00:00Z,NA,20,15,9,4,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-09T05:00:00Z,NA,15,12,8,4,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-09T06:00:00Z,NA,14,10,8,4,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-09T07:00:00Z,NA,14,8,8,4,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-09T08:00:00Z,NA,15,8,8,4,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-09T09:00:00Z,NA,23,9,8,4,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-09T10:00:00Z,NA,24,10,7,4,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-09T11:00:00Z,NA,16,13,8,4,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-09T12:00:00Z,NA,11,19,8,4,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-09T13:00:00Z,NA,14,24,8,4,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-09T14:00:00Z,NA,13,31,8,4,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-09T15:00:00Z,NA,15,38,8,4,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-09T16:00:00Z,NA,20,45,8,4,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-09T17:00:00Z,NA,18,53,8,4,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-09T18:00:00Z,NA,14,60,8,4,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-09T19:00:00Z,NA,12,66,8,4,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-09T20:00:00Z,NA,12,69,8,4,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-09T21:00:00Z,NA,12,69,8,4,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-09T22:00:00Z,NA,15,73,8,4,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-09T23:00:00Z,NA,17,74,9,4,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-10T00:00:00Z,NA,5.54625,44.70368,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-10T01:00:00Z,NA,5,48,15,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-10T02:00:00Z,NA,4,48,15,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-10T03:00:00Z,NA,4,46,14,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-10T04:00:00Z,NA,4,44,13,6,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-10T05:00:00Z,NA,4,43,12,6,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-10T06:00:00Z,NA,4,43,12,6,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-10T07:00:00Z,NA,4,43,11,5,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-10T08:00:00Z,NA,8,43,10,5,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-10T09:00:00Z,NA,7,43,10,5,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-10T10:00:00Z,NA,7,44,10,5,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-10T11:00:00Z,NA,7,44,9,5,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-10T12:00:00Z,NA,7,44,9,4,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-10T13:00:00Z,NA,8,45,9,4,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-10T14:00:00Z,NA,7,44,9,4,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-10T15:00:00Z,NA,7,44,9,5,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-10T16:00:00Z,NA,9,44,9,5,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-10T17:00:00Z,NA,15,43,9,5,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-10T18:00:00Z,NA,12,43,9,4,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-10T19:00:00Z,NA,15,43,9,4,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-10T20:00:00Z,NA,11,43,9,4,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-10T21:00:00Z,NA,13,42,9,4,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-10T22:00:00Z,NA,11,41,9,4,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-10T23:00:00Z,NA,9,41,9,4,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-11T00:00:00Z,NA,33.08625,9.37979,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-11T01:00:00Z,NA,28.49625,12.97205,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-11T02:00:00Z,NA,24.28875,16.36474,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-11T03:00:00Z,NA,26.96625,7.38409,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-11T04:00:00Z,NA,27.73125,2.19527,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-11T05:00:00Z,NA,21.0375,1.79613,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-11T06:00:00Z,NA,19.69875,1.9957,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-11T07:00:00Z,NA,20.2725,1.39699,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-11T08:00:00Z,NA,22.5675,0.39914,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-11T09:00:00Z,NA,24.67125,0.59871,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-11T11:00:00Z,NA,40.1625,2.59441,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-11T12:00:00Z,NA,24.28875,14.76818,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-11T13:00:00Z,NA,19.89,21.55356,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-11T22:00:00Z,NA,32.70375,1.19742,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-11T23:00:00Z,NA,30.79125,1.19742,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-13T01:00:00Z,NA,NA,94,17,10,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-13T02:00:00Z,NA,NA,88,17,10,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-13T03:00:00Z,NA,NA,82,17,10,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-13T04:00:00Z,NA,NA,77,17,10,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-13T05:00:00Z,NA,NA,71,17,9,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-13T06:00:00Z,NA,NA,66,17,9,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-13T07:00:00Z,NA,NA,61,17,9,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-13T08:00:00Z,NA,NA,61,17,9,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-13T09:00:00Z,NA,NA,58,16,9,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-13T10:00:00Z,NA,NA,58,15,9,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-13T11:00:00Z,NA,NA,60,15,9,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-13T12:00:00Z,NA,NA,63,14,8,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-13T13:00:00Z,NA,NA,67,14,8,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-13T14:00:00Z,NA,NA,67,14,8,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-13T15:00:00Z,NA,NA,76,12,8,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-13T16:00:00Z,NA,NA,80,12,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-13T17:00:00Z,NA,NA,83,11,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-13T18:00:00Z,NA,NA,86,11,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-13T19:00:00Z,NA,NA,87,10,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-13T20:00:00Z,NA,NA,87,10,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-13T21:00:00Z,NA,NA,89,11,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-13T22:00:00Z,NA,NA,87,11,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-13T23:00:00Z,NA,NA,87,11,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-14T00:00:00Z,NA,NA,62.86455,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-14T01:00:00Z,NA,NA,77,12,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-14T02:00:00Z,NA,NA,72,12,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-14T03:00:00Z,NA,NA,68,12,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-14T04:00:00Z,NA,NA,63,12,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-14T05:00:00Z,NA,NA,60,12,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-14T06:00:00Z,NA,NA,57,12,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-14T07:00:00Z,NA,NA,57,13,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-14T08:00:00Z,NA,NA,57,13,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-14T09:00:00Z,NA,NA,57,14,8,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-14T10:00:00Z,NA,NA,56,14,8,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-14T11:00:00Z,NA,NA,56,14,8,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-14T12:00:00Z,NA,NA,59,14,8,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-14T13:00:00Z,NA,NA,63,14,8,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-14T14:00:00Z,NA,NA,66,14,8,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-14T15:00:00Z,NA,NA,69,13,8,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-14T16:00:00Z,NA,NA,71,13,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-14T17:00:00Z,NA,NA,74,13,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-14T18:00:00Z,NA,NA,78,13,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2025-06-14T19:00:00Z,NA,NA,81,13,7,Sheffield,NA
